gene,T,R
CALCRL,0.274087345,0.051683057
SYN3,0.845258101,-0.210853748
OR2B11,0.868988555,0.286291838
OR7D4,0.7760818159999999,-0.082865964
SOHLH1,0.880628558,0.068467134
KRT4,1.02112953,0.040850004
TAF1B,0.4558065429999999,0.3494008389999999
CDH24,1.030462993,-0.086948296
ZNF32,0.675509913,-0.226566149
AKAP17BP,0.37042884,0.2408692989999999
RCAN3,0.902565634,0.241379498
FLOT1,1.060678726,0.022061336
HOXA3,0.7196357729999999,0.038480702
NDUFS8,0.755832279,-0.068659969
MYL3,0.917782755,-0.213496651
KCNH7,0.6753458640000001,-0.107499478
FDPS,0.414148546,-0.077040097
TAAR2,0.629706067,-0.3601420279999999
SLX1A,0.928041927,-0.279049961
SLX1B,0.928041927,-0.279049961
NRM,1.017148398,-0.077262206
EIF4A1,0.8441476109999999,0.354176776
RGS3,0.943913278,-0.286056824
ATL2,0.257124334,0.112081601
DBP,0.83790308,-0.3374833279999999
KPRP,0.944249218,0.192855702
SCLT1,0.3601878129999999,0.1249441209999999
ZNF341,1.05967001,-0.236440456
KCNG2,0.810374296,0.164543805
HYDIN,0.650789018,-0.512030972
NTNG1,0.7739894940000001,-0.059890219
TNIP2,0.7438591859999999,0.297856605
ZNF22,0.684943863,-0.171855967
IRAK4,0.980892375,0.1207195319999999
UBE4A,0.340295174,0.037401614
TSKS,0.8092224259999999,-0.213294992
PTP4A3,1.125932845,-0.126162204
DSC3,0.708348029,0.179822961
TMEM40,0.761812649,0.377237664
ADAMTS14,1.0294699040000002,-0.035083117
C3orf38,0.430544386,0.327848284
UNC5C,0.731498642,0.0211763629999999
GRB2,0.64421186,0.295325728
C1orf159,0.8267207590000001,-0.207736383
SERPINB12,0.943796238,0.038663071
HSPA2,0.7259295179999999,-0.456303947
NTM,0.73072115,0.098764178
ZNF569,0.4039044779999999,-0.233944277
ZNF502,0.4039044779999999,-0.233944277
TAOK2,1.01572396,-0.216859467
NPTX2,0.968028123,-0.071189177
FCRL1,0.711602453,0.222863822
ATXN7L3,1.154350434,-0.0152122989999999
CHPT1,0.682292028,-0.0097119
KIF13B,0.7023421540000001,-0.092095143
OR2W3,0.7949784459999999,-0.0769339959999999
H2AFJ,1.065813849,-0.1195945259999999
CTF2P,0.546417713,-0.146703486
DHPS,0.429237264,0.221100666
TMEM26,0.751295468,-0.16601436
ALOX5AP,0.831040206,0.396361967
PSMA3,0.515106692,0.311696862
HIST1H2AA,0.781896384,-0.04047347
HIST2H4B,1.019724537,0.07496727
PRMT7,0.832610315,0.325164538
ATP8B4,0.411939099,0.298665528
POP5,0.728223097,0.231666298
ZDHHC8,1.078772118,-0.225783268
KIF27,0.37573947,-0.233507891
MYH13,0.627664303,-0.111092295
SLC35E3,0.50117741,-0.296431686
CXCL11,0.7039290359999999,0.286468296
LRRC10,0.995426212,-0.154716272
CXCL17,0.84552432,-0.19886565
ZNF462,0.896044928,-0.259460409
ARR3,1.119849089,0.105918918
ARRB2,1.119849089,0.105918918
PYROXD2,0.8312670809999999,-0.185220837
CASC4,0.6464739589999999,-0.134963095
CEND1,0.886216201,-0.256251347
SCRT2,0.71740862,-0.115884902
PWWP2B,1.066453385,-0.1929734289999999
GTF2I,0.770987515,-0.420324211
HIST1H2AC,0.621087821,0.028369393
NRG2,0.8967036340000001,-0.1918206469999999
AP2A1,1.096421885,-0.14647724
SP7,0.6195384939999999,0.086340185
PPIH,0.527029825,0.38103133
TMC2,0.973348564,0.016279196
CALN1,0.687761075,0.243691596
HNRNPC,0.41550047,0.27604637
BCKDHA,1.077950983,-0.188508375
ZNF8,0.436882014,-0.018429133
CHST8,0.829092445,-0.236625435
OR5M9,0.744665522,-0.056895212
SNTB1,0.6303239860000001,-0.422997407
TRIM5,0.785939005,0.165009378
SYCP2,0.42377381,0.18018623
RNF14,0.313457403,0.138081755
DPPA5,0.68067373,-0.191907734
WTAP,0.332142954,0.058013112
IRAK2,0.7370187559999999,0.1084304969999999
SAMD5,0.7547483979999999,0.02268605
NLRP9,0.5093577229999999,-0.029200682
XCR1,0.807945412,0.011812473
ZNF266,0.231278237,-0.010700138
C4orf19,0.8524508190000001,-0.392634355
TOR3A,1.09531976,0.082469199
DCC,0.695183405,-0.240476693
TMEM219,0.792655862,0.432724976
TNFRSF19,0.842152318,-0.278139908
CES4A,0.785816697,-0.169730496
FAM78B,0.959897484,0.015176463
MFAP2,1.1550688690000002,-0.018080904
FHIT,0.693801782,-0.2219549139999999
HLA-DRB5,0.894164526,0.046310403
IFITM2,1.128370949,0.066942718
LAYN,0.4555321539999999,0.193187336
ENO3,0.940896754,-0.186278054
NR1H2,1.060380271,-0.221040194
NKPD1,0.913184299,0.08076213
ZNF658,0.8724807929999999,0.282982218
RPL35,0.548019713,0.286679325
RPL35A,0.548019713,0.286679325
ATP8B2,0.939978286,0.086536124
PLA2G16,0.408201353,0.145737967
HIST1H4F,0.889805871,-0.111250475
MRPS9,0.318053353,0.1826425239999999
MYL6,0.450537943,-0.186405248
SLC9A6,0.435534934,-0.223331114
CD302,0.7096932579999999,0.1179545819999999
PLEKHH1,0.643182525,-0.490970451
TMSB15A,0.569142923,0.239921585
IPMK,0.568767845,0.005051288
RXFP3,0.7672914959999999,0.263531881
NSA2,0.338064931,0.221515363
H3F3A,1.066790851,-0.095238395
OR52N4,0.7039558000000001,-0.223123557
TSGA10,0.239417065,-0.010152795
LRRTM1,1.035792499,-0.0984046569999999
OR4D1,0.669282452,-0.159109901
GMFG,0.593048103,0.238008699
INTU,0.324316625,0.041539221
B2M,0.5003401670000001,0.260342398
SERPINA6,0.6536357770000001,-0.1827583239999999
CTNNA3,0.46830777,-0.166914479
UBE2S,1.135015462,-0.027090633
ZBTB40,0.916848017,-0.231452666
TCL1B,0.572607173,0.139255043
KCND2,0.4947961179999999,-0.071855328
ARL1,0.332475351,0.173697931
TRIM55,0.673028003,-0.042147375
ACYP2,0.501266067,0.137963724
CSMD1,0.689522075,0.282910687
RPL26,0.66789479,0.250303306
TRMT61A,1.000081202,0.243253699
SLC4A4,0.485927316,-0.2900948
DMKN,0.886361539,-0.134170111
IRX1,1.032084862,-0.244901265
HIST1H4I,0.846091066,0.118706442
TDRD5,0.875265429,0.0213084929999999
GALNT13,0.5738166579999999,-0.168845998
COPZ1,0.953870212,0.0523015
MKX,0.479346301,-0.006357936
RRS1,0.632268707,0.43166998
CLASRP,1.0936414,-0.180781677
RRP1,0.789061751,0.150610329
HAGHL,1.043992611,0.050137555
CDH3,0.975531445,0.217391636
ZNF143,0.394673389,0.291228249
LSAMP,0.686125827,-0.08706055
PLAC1,0.727099829,0.109791876
MYL4,0.726549184,-0.23481276
GAPDHS,0.8319549690000001,-0.183904473
RETNLB,0.632841986,0.011019524
DNAJC30,1.053212357,-0.180425649
PRCP,0.56231884,0.128694799
CYP4F22,0.951400966,-0.041542559
PPM1B,0.252138488,-0.0392284529999999
BLNK,0.854952316,0.114360634
PRPF40A,0.329452222,0.196513135
MAML3,1.034527697,-0.210140327
SLC38A11,0.866443911,-0.05819177
FNIP2,0.62422548,0.434437256
SFMBT2,0.617844662,0.015653576
STK19,0.952787164,0.305123456
HLA-E,0.774246839,0.248996537
HLA-F,0.774246839,0.248996537
EXOC5,0.347625205,0.213024106
TMPRSS11D,0.815772286,0.200396728
MMGT1,0.33361858,-0.000452973
EXOSC5,1.134368318,-0.146439594
TAOK3,0.3898580129999999,-0.050197659
AGBL4,0.5217789939999999,-0.166064148
SLC38A10,1.010891097,0.050164771
RAG1,0.5734173260000001,-0.216453984
DDHD2,0.42009648,0.130679259
NACA,0.338956104,0.1564274209999999
DNAI1,0.733783827,-0.443221856
OR2AK2,0.692900596,0.201447863
CXCL12,0.855713615,0.34628702
PHF5A,0.881563275,0.316727312
FIZ1,1.005973198,-0.137044691
ACVR2B,0.907934915,-0.301952577
KRT79,0.4745748999999999,0.019158988
ZCCHC14,0.740885795,-0.336526401
HIPK2,0.691436121,0.126120697
TMEM151A,1.145700051,-0.047307317
STX17,0.237894579,-0.003418508
NOL10,0.477310887,0.378344604
OBSCN,0.943180928,-0.152435068
LOC102724657,0.528969344,0.22467567
MRPS36,0.8669845509999999,-0.1616266569999999
RPS7,0.342045694,0.138997988
SNRPA,1.1695618,-0.033310415
HIST1H4A,0.848963128,0.099671064
COX5B,0.910076083,0.030709181
ZIC2,0.65782624,-0.156544016
KRT5,0.8477656920000001,0.378090236
SEC22C,0.693460327,-0.224035753
WDR61,0.366639985,0.2366884389999999
OR2Z1,0.646725505,-0.012928726
DPP6,0.752725103,-0.17981531
LYG2,0.409927514,0.116221096
DOT1L,1.157222561,-0.057702996
PCLO,0.595876869,-0.383131844
AKAP6,0.592073745,0.068120857
MDC1,0.995209406,-0.25560824
U2AF1,0.540036222,0.362466366
HIST1H2AD,0.7984477240000001,0.295121381
VMA21,0.95976756,-0.036474053
CD2AP,0.375114986,0.2205583569999999
DLGAP4,1.186074752,0.03589769
TMEM91,0.7525756709999999,-0.04935908
PPP1R1B,0.948994597,-0.310178068
TNNT3,0.885057981,-0.251178895
EXT1,0.862061737,0.342161391
SLC22A12,0.539621526,-0.113550601
KALRN,0.918602561,-0.059857013
BOD1L1,0.342135582,-0.024676627
TAC1,0.7272899420000001,0.03660119
MOSPD2,0.2422157439999999,0.031857034
CFD,0.7085922,-0.297540705
RPS17,0.614922189,0.389140307
ARMC4,0.307789131,-0.165559744
TTR,0.670046502,-0.155396014
RUFY4,0.850281168,-0.28215054
MYL1,0.823697729,-0.127508111
SUCLG2,0.440908111,0.208589366
GALNTL6,0.376034741,-0.18380574
SPHK1,1.006668638,0.173641073
CCDC62,0.781819238,-0.086962559
SSBP3,1.057283129,-0.196442933
ZSCAN20,0.655518767,-0.1169705019999999
RBAK,0.2786261989999999,0.097039241
SLC25A3,0.392540451,0.1228185719999999
MYT1L,0.961086491,0.050655892
ODF1,0.782322175,0.067011597
DSG1,0.6800206879999999,0.131159059
SERPINA10,0.666586211,-0.32872789
PPP4R1,0.6976562140000001,0.269044598
FLOT2,1.167955423,0.003793062
RPS12,0.364000115,0.13921787
HIST1H2AJ,0.723708998,0.073152968
RPL34,0.445136581,0.301592504
HSH2D,1.070334382,0.0560410409999999
ZNF205,1.139771172,-0.0933147959999999
GMFB,0.298711893,0.174360858
IRGC,1.040657394,-0.0126027639999999
ZNF585A,0.705591098,0.394932403
LMTK3,0.968650688,-0.071259068
IAH1,0.817957132,-0.252067537
PGK1,0.567374933,0.442656591
LMNB2,0.913004488,0.124831309
TRIM54,0.667976107,0.028213794
BTBD3,0.473646829,-0.252208888
OR5H15,0.908468271,0.05436297
SCFD2,1.051129263,0.175910815
RAI1,1.010312769,-0.2530771089999999
RNASE12,1.010312769,-0.2530771089999999
CTTNBP2NL,0.49422568,-0.081358108
UNC13C,0.639375872,-0.184936913
PPEF1,0.542141244,0.283440147
CNIH4,0.424508752,0.3117857
FMR1NB,0.85051923,0.350307537
TGIF2,1.101359279,0.0472134
CES3,0.79841746,0.022107552
HS6ST2,0.4759668039999999,-0.201253515
LANCL2,0.252823077,0.080697455
BTBD9,0.517488404,0.239602016
GSPT1,0.345552979,0.235080824
ERBB4,0.485043552,-0.046996092
TNFAIP8,0.575810777,0.42291073
RAPGEF2,0.473241035,0.229263683
GAK,0.967052132,-0.1451488269999999
CKS2,0.5032011279999999,0.151807086
LHFPL5,0.7617331420000001,0.207630635
OPCML,0.725514213,-0.291824072
MORF4L1,0.368659935,0.158709071
TRANK1,0.72442913,0.302621408
RPP25,0.955240542,0.150442999
ERBB2,0.992751567,-0.2593581339999999
TBXT,0.7914595999999999,-0.209790875
RPL17,0.641705061,0.261746606
CYTL1,0.690427737,-0.109824806
SERPINB2,0.628604925,0.4539112529999999
ITGB1BP1,0.424344834,0.278978586
OTOF,0.592204821,-0.1090672819999999
TMEM65,0.295611481,0.129991183
TUBB3,0.873914904,0.269715551
VPS28,0.44970401,0.161008462
DGKK,0.914650859,0.121385097
ZNF706,0.276014083,0.017830588
HIST1H3J,0.836599303,0.206746935
ARF2P,0.532200801,0.409498131
CYP26C1,0.6421026879999999,0.108177134
ADAM1B,0.8401305659999999,0.213183757
AP3B2,0.8939444459999999,0.305985441
CTRC,0.6233305379999999,0.328796606
NSL1,0.560068671,0.114450628
FABP4,0.356763281,0.007907483
ZNF398,0.586702081,-0.13687053
NCR1,0.4209689789999999,-0.1314349719999999
MPPE1,0.885057132,-0.045751223
SYT9,0.7043415909999999,-0.162006274
CYS1,1.013418042,-0.178729625
TIMM17A,0.609126565,0.447281066
CNR2,0.8388536790000001,-0.0458848309999999
ARMC9,0.49292855,-0.041575842
SRPK2,0.4100602029999999,-0.159443783
KCNJ15,0.598919415,-0.162396576
C6orf226,0.996831934,-0.108588861
MYSM1,0.299493592,0.12896782
GANC,0.448573092,-0.015242783
H2AFB1,0.61633699,0.279624295
H2AFB2,0.61633699,0.279624295
H2AFB3,0.61633699,0.279624295
NCS1,0.8078454420000001,-0.2032751539999999
ATP5MC2,1.051102209,-0.032164873
CAV3,0.8040520609999999,0.337716652
SIM2,0.7999659809999999,-0.277671032
HIST1H2BK,0.888467254,-0.072777862
PPOX,0.8258476379999999,-0.414300135
LYPD4,0.718590011,-0.044911081
ZNF512,0.553737491,-0.04425239
EI24,0.372388877,0.097459679
KCNC3,0.911253034,-0.351448334
HIST1H3A,0.55302641,-0.212879552
C5orf34,0.355570314,0.056946449
ACTG1,0.972423004,0.26326434
TCP11,0.757025105,-0.477251844
ZFP28,0.3474130729999999,0.053374032
PHACTR2,0.922255397,-0.127021417
IMPDH2,0.92981282,0.257571635
KLHL24,0.265840196,-0.052096113
HDAC10,1.053740496,-0.21121824
ACADM,0.268649276,0.028378069
CFL2,0.301883528,0.171950522
MTAP,0.465469818,0.240591859
STAT4,0.382617056,0.113575979
ATP11C,0.270833013,0.03501061
KDR,0.5286921720000001,-0.195819477
UFC1,0.5475216829999999,0.40957669
MRPL42,0.6209653860000001,0.34584319
NRG1,0.958265736,0.230155621
ICA1,0.655985853,-0.104911432
MSLN,1.082841136,0.0566242059999999
CCNI,0.7618308779999999,-0.303270391
MANBAL,0.913142989,0.062072237
ZNF780B,0.238856577,0.0955560269999999
ING2,0.264541969,0.013651008
LRRC40,0.360603988,0.14849369
SOX7,0.865169471,-0.36281318
CTNNA2,0.7610679029999999,0.00631655
MAPK3,0.982202213,-0.2459601569999999
KIF1B,0.472419766,-0.130083507
ZEB1-AS1,0.501339436,0.064183397
KLK8,0.851836195,-0.0752309999999999
ZNF778,0.338198277,0.189926343
CALML3,0.875308393,-0.042565707
KCNMA1,0.413092071,0.096803194
BBS5,0.231538622,0.027771336
NUMBL,1.1890294890000002,-0.046649185
HSPB11,0.2873166689999999,0.141736818
PSTK,0.397243843,0.0286661579999999
CD300LB,0.889747937,0.186159366
NOL7,0.364728245,0.119826011
LDHA,0.604807006,0.258298845
SERPINA11,0.8314927679999999,0.0475982209999999
GPR84,0.855024497,0.42977161
PTPMT1,0.433748474,0.300292754
C8orf33,1.085849896,0.011628053
GRM4,0.85263466,0.106105912
SCOC,0.3043313689999999,0.157209955
SYT10,0.573743274,-0.344995136
PARP10,0.843238484,0.439439217
NAA15,0.33583951,0.221749471
TMEM117,0.327471806,-0.108728013
LUZP2,0.553504959,-0.209216619
H3F3C,0.647621239,-0.139112129
RPL27,0.4153344129999999,0.280627898
C12orf73,0.7912485570000001,-0.297388012
KRR1,0.353990708,0.225442655
SLC39A4,0.934645499,-0.241411063
MAPK1,0.309601988,-0.042756293
ALG11,0.325163361,0.188483997
IFNA4,0.560803942,-0.024822602
BCL9L,1.108522568,-0.179155226
TMED5,0.988568415,0.149194963
LRRC43,0.63590518,-0.404854603
STK24,0.340492358,0.107337713
CYP26B1,0.81720277,-0.167465117
DDO,0.506655161,-0.378717765
WSCD2,1.040354307,-0.182731687
SORCS3,0.8943322020000001,0.053332772
B9D2,1.091368688,0.0788326479999999
NMRAL1,0.870042455,0.372138632
SYNE2,0.767731147,-0.404875865
KIAA1549,0.885772491,-0.286202552
RPS15,0.972988611,-0.129782244
ARHGAP22,0.8970339509999999,-0.201376954
SNRNP70,1.000541069,-0.055873068
SEMA3E,0.436408557,-0.309885234
NUP98,0.518449504,0.149378231
AOX1,0.440655454,-0.2380913389999999
COL23A1,0.720903127,0.085899487
JAZF1,0.6825895359999999,-0.100817319
KLHDC3,1.172809457,-0.078899003
GNG8,0.930649617,0.135236428
EFCAB11,0.6407115760000001,-0.081174161
EGFEM1P,0.6407115760000001,-0.081174161
CCDC102A,1.1287621559999998,-0.050107955
UNC5D,0.688852417,0.099183019
SOX11,0.845887327,0.070674708
JAKMIP1,0.793913069,0.358261286
CNFN,0.76057867,0.231311691
BRWD3,0.3563119839999999,0.13282373
NKX6-3,0.7517202479999999,-0.084276684
CRB1,0.681653299,0.189443141
GLYAT,0.51870851,0.1895791389999999
PCDHB4,0.912335382,0.234453649
HIST2H2AB,0.57567584,0.130346919
CYCS,0.371819352,0.252442445
SFXN4,0.527064589,-0.142187118
MAPK15,0.834643127,-0.412190765
TNFRSF11B,0.605613631,0.34479827
RNF217,0.332632983,0.2113092339999999
CHADL,0.904215554,-0.125500918
UTP14A,0.477136907,0.350486891
CHCHD1,0.3536629529999999,0.187876006
SLC22A8,0.967389252,-0.1017174519999999
PRPF38A,0.574117843,0.459762781
AP3S2,1.022516923,-0.237013496
HSPBP1,1.155321759,-0.041144917
LIN28B,0.7056927590000001,0.165390303
GPATCH1,0.553996405,-0.033699627
ALMS1,0.281103887,-0.088168261
ARL9,0.477735179,0.25645959
DUPD1,0.878955543,0.068716602
CDC42EP5,1.157142205,-0.087104525
PPCDC,0.880805045,-0.0207284389999999
RNF183,0.829790529,0.1982770689999999
GPX1,1.164409163,-0.047174608
CHD4,0.744145975,0.213055141
SLC24A3,0.8172371070000001,-0.392810205
UQCRH,0.397816472,0.22798027
PTCD3,0.293785239,0.1676455359999999
NLGN1,0.846402221,0.236830496
RPL7L1,0.593352399,0.342058302
CREM,0.521864413,0.362199376
NUP58,0.620418509,0.337504336
DPP3,1.085298127,0.067415228
SRRM4,0.692650379,0.047150559
PEPD,0.8493088329999999,-0.1429513869999999
BRPF3,0.976338042,-0.148949286
AMD1,0.649118616,0.243745258
HIST2H2AA3,0.968503518,-0.218207008
HIST2H2AA4,0.968503518,-0.218207008
NR6A1,0.466616781,-0.1496557
KRTAP12-2,0.878562618,0.055073698
MRO,0.7456686020000001,0.086761755
GPN1,0.75950683,0.256088238
TRERF1,1.162701479,-0.0591250159999999
SCGB3A1,0.661108198,-0.412174452
DZIP3,0.326555856,-0.008837223
IPCEF1,0.493802187,0.113709481
MTX1,1.108737741,-0.054697998
FBLN2,1.072825916,0.009307675
VRK2,0.4928957679999999,0.3536594
CNNM2,0.844673755,-0.394447638
HCST,0.9007397,0.174757835
CADM2,0.702939985,-0.289179902
MOCS1,1.103780781,-0.093879067
OR11A1,0.794449594,0.048313983
MED14,0.293661729,0.108727808
CENPJ,0.2714322999999999,0.139931143
FAM172A,0.331440118,0.215176645
TRIM38,0.5061764639999999,0.177154941
ARIH2,0.7108240840000001,0.442876632
RAB44,1.016504917,-0.0955862419999999
IZUMO1,0.8565658340000001,0.278637959
KRT39,0.79658041,0.3909238989999999
TNNT1,0.637298916,-0.316669548
RAB3IP,0.911518716,-0.009316082
SPATA6L,0.711817003,-0.400102668
ANO6,0.7448404390000001,0.100034078
PAQR9,0.846810024,-0.186967646
PLCXD1,0.977535774,-0.035895392
ETHE1,1.086852008,0.1901142489999999
GIMAP8,0.311455788,0.116930854
ZNF428,1.113096736,0.0618996329999999
HVCN1,0.98185351,-0.077110878
GPBAR1,0.920228836,0.1703964
CCDC146,0.3338865119999999,-0.221333817
HIST1H4H,0.797133403,0.081141302
TANK,0.380442844,0.1653145859999999
CNTN4,0.7141668179999999,-0.295757396
AOX3P,0.55195619,-0.416942593
CLASP1,0.954321848,-0.082275763
LRTOMT,0.6634688879999999,-0.4068827479999999
ZPLD1,0.77721154,0.071283505
HHIP,0.674016044,-0.139028061
SIVA1,0.919652523,-0.035455557
SCN1A,0.6955499690000001,0.194888613
PDE6H,0.762156232,-0.235959072
RNR1,0.427303051,-0.0034426409999999
RNR2,0.3503941439999999,0.068963453
SNORD35B,0.43380832,-0.075545104
SNORD82,0.8133633140000001,0.1318789709999999
SNORA62,0.647426403,0.058834537
SNORD61,0.551576283,0.221279267
SNORD32A,0.469634501,0.053104766
SNORD33,0.875863097,0.090444607
SNORD34,0.643413714,0.019925279
TACC1,0.569945864,-0.086654996
CPPED1,0.532987464,-0.211026756
DHRS3,0.911823358,-0.3492054189999999
UBR4,1.113050724,-0.0712342409999999
HNRNPR,0.607656066,0.102932466
MED18,0.525595292,0.189298291
PHACTR4,0.911557691,-0.053808457
CLDN19,0.871780262,0.178302299
CYP4A22,0.832732482,-0.0546069079999999
INSL5,0.786585958,0.272758472
MUC5B,0.675823663,-0.435746698
ADAMTSL1,0.506810795,-0.324248184
KNDC1,0.625129852,-0.454675858
PRPF4,0.695287703,0.11985962
CDC26,0.506820009,0.223458237
SLC31A1,0.268907307,0.073233437
FKBP15,0.440909497,0.253721305
SLC31A2,0.75937516,0.399294467
ANKS6,1.087012599,-0.08083755
SPAG8,0.5825389470000001,-0.412322959
IL11RA,0.563345439,0.0645124909999999
CCL27,0.5995538460000001,-0.174315836
ARID3C,0.636943354,0.244858683
IPO7,0.301170736,0.155273988
TMEM42,0.7936533990000001,-0.295566675
VPS37B,1.133573445,-0.0172272
CHRNA10,0.7531817740000001,-0.124139469
NUMA1,1.042628659,-0.2124517239999999
RAD54B,0.316461171,0.067013358
RTP3,1.089765111,-0.099132552
IMPAD1,0.45044848,0.25686223
WDR6,0.820900952,-0.438372362
SERPINA1,0.7001950809999999,0.000435337
IQCF5,0.8852774809999999,0.128701849
IQCF1,0.622579717,0.231216139
NRXN3,0.7062088259999999,0.244401545
AKAP13,0.849004416,-0.079470854
MSL2,0.232121625,0.0455108
ZFYVE26,0.913336157,-0.199035073
RDH11,0.718995523,0.104247749
MTERF1,0.6008391470000001,0.265885535
MTHFS,0.6008391470000001,0.265885535
HMGN3,0.45863276,0.070636411
ANKDD1A,0.646972207,0.112980482
KLK5,0.637086367,-0.026135006
HMGB1,0.469015167,0.278861779
LSM14A,0.3954007479999999,0.024460591
KIAA0355,0.858973943,0.053923115
TECPR1,0.978977297,-0.251612373
TTC32,0.396999177,0.1739041589999999
FBXL18,1.071226051,-0.110327135
WDR35,0.255857142,-0.06497904
LEFTY2,0.604095522,-0.098826799
PILRB,0.8355238429999999,0.1686231389999999
ZBTB16,0.7638949859999999,0.093003556
FXYD6,0.804898298,-0.046996728
CLDN9,0.747094872,0.008475735
ZNF575,1.067853498,0.1261877019999999
VKORC1L1,0.271564823,0.108722719
OR8B8,0.6868344609999999,0.01759346
TNFSF18,0.6909763390000001,0.256014791
ZBTB6,0.327814541,0.150341035
RNASEL,0.4808318479999999,0.233535082
ZNF773,0.698455238,0.372638436
ECSIT,1.114990997,-0.006235204
HMCN1,0.772445435,-0.356319911
CDKN2D,1.07719235,0.1589544719999999
NCK2,1.100983007,-0.079531906
ZNF878,0.253468574,0.1046256719999999
PTPRVP,0.492205858,0.0205384539999999
FBXL12,0.961627512,-0.315025992
VSIG10,0.941641535,-0.254052499
SUDS3,1.022386716,0.153574089
MYO1H,0.677651683,-0.279505451
TMEM211,0.731385533,0.038263797
CRYBA4,0.696644535,0.213047985
BUB3,0.576535045,0.171939123
SERPINB7,0.658287224,-0.157405943
SERPINB5,0.7252610270000001,0.278959791
HES6,0.924357894,-0.200549576
ASB18,0.816151634,0.140356588
SLC22A7,0.703233003,0.255659894
XPO5,0.626338902,-0.095896075
COL4A4,0.559067323,-0.278838742
OR2H1,0.801697375,0.305661826
EIF1AX,1.028452801,0.155830849
FRAT1,0.883508568,-0.283804378
LRRC66,0.7377320279999999,-0.066657174
USP51,0.702712254,0.164977063
NIPAL1,0.417298607,0.116268444
CNGA1,0.6763037740000001,-0.222074118
CYP2C9,0.958751921,0.04466626
LGI1,0.720879652,-0.035232741
FOXD3,0.75799208,0.22274961
RPLP0,0.859137893,0.373839337
CAPN6,0.732194145,0.425866168
PPP1R3C,0.570233147,0.148240234
RPS28,0.846525717,0.351020145
CRYGD,0.8305783379999999,-0.287933917
BMPR2,0.326361826,0.083661678
TUBA3E,0.5834213739999999,0.109741374
TMEM128,0.567133919,0.3423228379999999
LYAR,0.598459011,0.4350778879999999
TRMT2B,0.57098898,-0.360381185
B3GALT4,1.018087769,-0.195759677
TSPAN6,0.424876501,0.203391608
ACTL9,0.862375105,0.098811929
ZNF563,0.320020393,0.058534681
HIST1H4K,0.841377541,0.220694723
HDAC8,0.927360785,-0.140794294
MS4A15,0.761931294,-0.095778908
CBLN4,0.700851799,-0.156338537
S1PR3,0.888201615,0.357518796
KRT77,0.363529239,-0.104761787
DGAT2L6,0.6954282479999999,-0.186006376
KRT81,0.6855738809999999,0.133959343
SYNGAP1,0.7656136659999999,-0.450148257
MAGEB18,0.496600102,-0.046576699
ANKRD23,1.071306018,-0.0719029309999999
WFDC13,0.546702578,-0.038471092
PRKAG1,1.120762728,-0.026030121
LPAR5,1.102997271,-0.060987422
C16orf91,0.4653686379999999,0.231042446
GBX1,0.8375044909999999,0.09585222
PI15,0.546620935,0.406185653
NNAT,1.110582646,-0.131675134
BLCAP,1.132422473,-0.030169347
C8orf89,0.6143629389999999,-0.271076936
XKR9,0.612989164,0.20102799
MYL9,1.018146649,-0.11930003
PEX26,0.892820741,-0.314547683
ROMO1,0.7679794120000001,0.077316682
ARFGEF1,0.398118202,0.270538305
CCDC87,0.640319796,-0.372775141
HTATSF1,0.535655993,0.229194118
GTF2F2,0.5034439629999999,0.407573322
BPIFB6,0.723122927,0.138473888
LRCH1,0.707056075,-0.107876755
MAS1,0.8635346690000001,0.2250603219999999
TCP1,0.538769455,0.304134072
TM9SF4,0.894705958,0.03226804
TCF15,0.759454745,0.0388765889999999
LINC00634,0.859773497,0.14811275
CENPM,0.95532823,0.133327289
TNFRSF13C,0.714023346,0.078489348
CCDC134,0.918131663,0.162785209
NINL,0.477251087,0.110755069
MEI1,0.752284187,0.1097733069999999
AGTR2,0.583631993,0.037413783
CST7,0.716535661,-0.072505944
INSM1,0.827868655,-0.145866512
CSNKA2IP,0.994228953,0.177167534
NDUFAF2,0.454759237,0.2690933889999999
COL8A1,0.611722871,0.097494483
MACROD2,0.8881961909999999,0.00583851
PICK1,0.6855427540000001,-0.244486935
LGALS1,0.797578916,0.368066531
PDXP,1.097623252,-0.053329124
IL2RB,0.973598144,-0.052021987
AMN1,0.309931302,0.137571973
CENPB,1.136850609,-0.028718965
SHROOM4,0.495043619,-0.299622498
DDRGK1,0.848883084,-0.023970135
NOTO,0.698956527,-0.155763179
SLC4A5,0.79901464,-0.443466784
AUP1,1.157371067,-0.0350376639999999
HTRA2,1.153808515,0.1181385569999999
DOK1,0.969044094,0.255939067
GML,0.761148753,0.274992576
KIAA1549L,0.94724081,-0.08999942
CHRAC1,0.760231091,0.302403238
CEP152,0.304428667,-0.006876168
UTY,0.762070191,-0.09954061
AARD,0.6575841339999999,0.072610024
GNG5,0.553124281,-0.280465193
ZNF467,0.740771216,-0.490686696
MYADM,1.058126941,0.087383358
ZFYVE19,1.041367301,-0.1009998519999999
MGAM,0.837950159,0.29374398
ACTC1,0.95814878,-0.18531402
GJD2,0.532370563,0.160151887
EFCAB1,0.313082702,-0.164734141
CLEC16A,0.965306115,-0.047910444
CD59,0.8871243590000001,-0.072686914
GPR88,0.750710797,0.295309083
MYOZ1,0.91835694,0.103396293
FLNC,0.91847019,0.018289373
TMEM167B,0.479866562,0.202901745
